TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS,sp,Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
26890.0,species,eursta,European Starling,Sturnus vulgaris,Passeriformes,Sturnidae (Starlings),,,European Starling,8683.0,Sturnus vulgaris,Sturnidae,Passeriformes,AVIBASE-94A44032,28.0,11.0,17.0,0.0,10.0,30.2,18.5,6.6,6.5,29.0,128.3,49.2,79.1,38.4,65.8,77.1,Dunning,,NO,,,Human Modified,3.0,2.0,Omnivore,Omnivore,Insessorial,24.55,71.19,50.32,52.41,17082191.68
26278.0,species,houwre,House Wren,Troglodytes aedon,Passeriformes,Troglodytidae (Wrens),,,House Wren,8598.0,Troglodytes aedon,Troglodytidae,Passeriformes,AVIBASE-7B6E99A9,104.0,12.0,20.0,72.0,26.0,15.9,9.8,3.0,3.1,20.1,51.4,6.7,44.9,12.9,41.1,10.9,Dunning,,NO,,,Shrubland,3.0,1.0,Carnivore,Invertivore,Insessorial,-55.72,59.66,4.96,-75.18,25653883.47
9782.0,species,belkin1,Belted Kingfisher,Megaceryle alcyon,Coraciiformes,Alcedinidae (Kingfishers),,,Belted Kingfisher,3446.0,Megaceryle alcyon,Alcedinidae,Coraciiformes,AVIBASE-3558066B,6.0,3.0,3.0,0.0,4.0,58.6,44.8,9.5,13.4,12.5,158.8,53.2,105.0,33.6,94.3,148.0,Dunning,,NO,,,Riverine,3.0,2.0,Carnivore,Aquatic predator,Insessorial,26.81,68.33,50.37,-106.94,13996585.38
7409.0,species,calcon,California Condor,Gymnogyps californianus,Cathartiformes,Cathartidae (New World Vultures),"Vultures, Hawks, and Allies",,California Condor,2958.0,Gymnogyps californianus,Cathartidae,Cathartiformes,AVIBASE-24F14328,4.0,0.0,4.0,0.0,4.0,96.5,65.3,33.2,39.0,115.8,788.0,323.5,464.5,41.1,350.8,8442.7,Dunning,,NO,,,Shrubland,3.0,1.0,Scavenger,Scavenger,Terrestrial,30.72,37.44,35.94,-117.33,101747.84
8123.0,species,combuz1,Common Buzzard,Buteo buteo,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,,Common Buzzard,3203.0,Buteo buteo,Accipitridae,Accipitriformes,AVIBASE-3C0C325D,19.0,6.0,11.0,2.0,9.0,35.9,22.1,12.6,16.6,75.8,382.9,147.2,236.9,38.3,214.4,759.1,Dunning,,NO,,,Grassland,3.0,2.0,Carnivore,Vertivore,Insessorial,14.89,67.81,52.89,40.23,11719424.27
32732.0,species,bnhcow,Brown-headed Cowbird,Molothrus ater,Passeriformes,Icteridae (Troupials and Allies),,,Brown-headed Cowbird,10527.0,Molothrus ater,Icteridae,Passeriformes,AVIBASE-1E1AB415,5.0,2.0,3.0,0.0,4.0,17.6,11.1,5.8,8.9,24.7,105.0,33.9,68.8,33.0,69.8,40.3,Dunning,,NO,,,Forest,2.0,3.0,Carnivore,Invertivore,Terrestrial,17.0,67.45,43.0,-101.66,11727469.53
,,,,,,,,,Humeapostrophes Lark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28785.0,species,norwhe,Northern Wheatear,Oenanthe oenanthe,Passeriformes,Muscicapidae (Old World Flycatchers),,,Northern Wheatear,9334.0,Oenanthe oenanthe,Muscicapidae,Passeriformes,AVIBASE-DF526047,29.0,13.0,16.0,0.0,4.0,17.9,9.9,3.7,3.7,27.3,95.1,30.5,64.6,32.1,56.7,25.4,Dunning,,NO,,,Grassland,3.0,3.0,Carnivore,Invertivore,Insessorial,28.01,81.4,56.46,53.12,29248291.46
27185.0,species,easblu,Eastern Bluebird,Sialia sialis,Passeriformes,Turdidae (Thrushes and Allies),,,Eastern Bluebird,8848.0,Sialia sialis,Turdidae,Passeriformes,AVIBASE-A8347C7D,4.0,2.0,2.0,0.0,4.0,15.4,9.1,4.2,4.5,19.7,95.8,31.4,64.4,32.8,62.5,27.5,Dunning,,NO,,,Woodland,2.0,2.0,Carnivore,Invertivore,Insessorial,12.85,53.98,38.51,-89.69,5460000.0
11371.0,species,norfli,Northern Flicker,Colaptes auratus,Piciformes,Picidae (Woodpeckers),,,Northern Flicker,3870.0,Colaptes auratus,Picidae,Piciformes,AVIBASE-2B7F2525,14.0,7.0,7.0,0.0,10.0,38.4,27.6,8.2,7.9,28.4,151.8,37.5,114.3,24.8,105.3,131.5,Dunning,,NO,,,Shrubland,2.0,2.0,Carnivore,Invertivore,Generalist,19.26,68.71,50.48,-99.78,10804791.76
